datetime_key, date_key, hour_key, season_key, weather_key, holiday_flag, workingday_flag, temperature, feeling_temp, humidity, windspeed, casual, registered, total_count
  2011080800, 20110808,        0,          3,           1,            0,               1,        0.7 ,       0.6667,     0.79,    0.1045,     13,         17,          30
  2011080801, 20110808,        1,          3,           1,            0,               1,        0.68,       0.6364,     0.83,    0.1343,      4,          8,          12
  2011080802, 20110808,        2,          3,           1,            0,               1,        0.66,       0.5909,     0.89,    0.0   ,      4,          3,           7
  2011080803, 20110808,        3,          3,           1,            0,               1,        0.66,       0.5909,     0.89,    0.0   ,      1,          0,           1
  2011080804, 20110808,        4,          3,           1,            0,               1,        0.66,       0.5909,     0.89,    0.1045,      2,          8,          10
  2011080805, 20110808,        5,          3,           1,            0,               1,        0.7 ,       0.6667,     0.79,    0.0896,      1,         14,          15
  2011080806, 20110808,        6,          3,           1,            0,               1,        0.7 ,       0.6515,     0.65,    0.2836,      8,         87,          95
  2011080807, 20110808,        7,          3,           1,            0,               1,        0.72,       0.6818,     0.62,    0.2985,     18,        249,         267
  2011080808, 20110808,        8,          3,           1,            0,               1,        0.74,       0.6818,     0.58,    0.3284,     29,        320,         349
  2011080809, 20110808,        9,          3,           1,            0,               1,        0.76,       0.697 ,     0.55,    0.3881,     37,        146,         183
  2011080810, 20110808,       10,          3,           1,            0,               1,        0.8 ,       0.7424,     0.52,    0.3881,     62,         62,         124
  2011080811, 20110808,       11,          3,           1,            0,               1,        0.82,       0.7424,     0.48,    0.3582,     90,         89,         179
  2011080812, 20110808,       12,          3,           1,            0,               1,        0.82,       0.7576,     0.46,    0.2537,     48,        134,         182
  2011080813, 20110808,       13,          3,           1,            0,               1,        0.84,       0.7576,     0.44,    0.2985,     43,        108,         151
  2011080814, 20110808,       14,          3,           1,            0,               1,        0.82,       0.7424,     0.43,    0.2985,     41,        109,         150
  2011080815, 20110808,       15,          3,           1,            0,               1,        0.84,       0.7576,     0.41,    0.2985,     40,         86,         126
  2011080816, 20110808,       16,          3,           1,            0,               1,        0.86,       0.7727,     0.39,    0.2836,     64,        218,         282
  2011080817, 20110808,       17,          3,           1,            0,               1,        0.86,       0.7727,     0.39,    0.1642,     67,        460,         527
  2011080818, 20110808,       18,          3,           1,            0,               1,        0.84,       0.7576,     0.41,    0.1343,     64,        465,         529
  2011080819, 20110808,       19,          3,           1,            0,               1,        0.82,       0.7424,     0.43,    0.1045,     64,        352,         416
  2011080820, 20110808,       20,          3,           1,            0,               1,        0.8 ,       0.7576,     0.55,    0.0   ,     71,        215,         286
  2011080821, 20110808,       21,          3,           1,            0,               1,        0.76,       0.7121,     0.58,    0.0896,     30,        156,         186
  2011080822, 20110808,       22,          3,           1,            0,               1,        0.76,       0.7121,     0.58,    0.1045,     26,        121,         147
  2011080823, 20110808,       23,          3,           1,            0,               1,        0.74,       0.697 ,     0.66,    0.1045,     19,         53,          72
  2011080900, 20110809,        0,          3,           1,            0,               1,        0.72,       0.697 ,     0.79,    0.1343,     10,         25,          35
  2011080901, 20110809,        1,          3,           1,            0,               1,        0.72,       0.6818,     0.66,    0.0   ,      5,          9,          14
  2011080902, 20110809,        2,          3,           1,            0,               1,        0.72,       0.6818,     0.7 ,    0.0   ,      9,          3,          12
  2011080903, 20110809,        3,          3,           1,            0,               1,        0.72,       0.6818,     0.62,    0.0   ,      0,          3,           3
  2011080904, 20110809,        4,          3,           1,            0,               1,        0.7 ,       0.6667,     0.74,    0.0   ,      1,          6,           7
  2011080905, 20110809,        5,          3,           1,            0,               1,        0.7 ,       0.6515,     0.65,    0.0896,      5,         25,          30
  2011080906, 20110809,        6,          3,           1,            0,               1,        0.72,       0.6667,     0.64,    0.0   ,      6,         95,         101
  2011080907, 20110809,        7,          3,           1,            0,               1,        0.72,       0.697 ,     0.74,    0.1045,     30,        313,         343
  2011080908, 20110809,        8,          3,           1,            0,               1,        0.74,       0.697 ,     0.66,    0.0   ,     40,        352,         392
  2011080909, 20110809,        9,          3,           2,            0,               1,        0.78,       0.7424,     0.62,    0.1343,     34,        141,         175
  2011080910, 20110809,       10,          3,           2,            0,               1,        0.8 ,       0.7727,     0.59,    0.2239,     55,         89,         144
  2011080911, 20110809,       11,          3,           1,            0,               1,        0.8 ,       0.7727,     0.59,    0.2239,     61,         88,         149
  2011080912, 20110809,       12,          3,           1,            0,               1,        0.82,       0.7879,     0.56,    0.194 ,     60,        125,         185
  2011080913, 20110809,       13,          3,           1,            0,               1,        0.84,       0.7879,     0.49,    0.1642,     48,        127,         175
  2011080914, 20110809,       14,          3,           1,            0,               1,        0.86,       0.7879,     0.44,    0.2836,     53,         95,         148
  2011080915, 20110809,       15,          3,           1,            0,               1,        0.86,       0.7727,     0.39,    0.2836,     58,        106,         164
  2011080916, 20110809,       16,          3,           1,            0,               1,        0.86,       0.7727,     0.39,    0.2985,     57,        228,         285
  2011080917, 20110809,       17,          3,           1,            0,               1,        0.8 ,       0.7576,     0.55,    0.1642,     79,        453,         532
  2011080918, 20110809,       18,          3,           1,            0,               1,        0.8 ,       0.7576,     0.55,    0.194 ,     97,        488,         585
  2011080919, 20110809,       19,          3,           1,            0,               1,        0.8 ,       0.7424,     0.49,    0.1045,     69,        302,         371
  2011080920, 20110809,       20,          3,           1,            0,               1,        0.8 ,       0.7273,     0.43,    0.194 ,     34,        258,         292
  2011080921, 20110809,       21,          3,           1,            0,               1,        0.78,       0.697 ,     0.46,    0.2537,     46,        184,         230
  2011080922, 20110809,       22,          3,           1,            0,               1,        0.78,       0.697 ,     0.46,    0.2985,     28,        127,         155
  2011080923, 20110809,       23,          3,           1,            0,               1,        0.76,       0.6818,     0.48,    0.2836,     22,         53,          75
  2011081000, 20110810,        0,          3,           1,            0,               1,        0.74,       0.6667,     0.51,    0.2239,     19,         18,          37
  2011081001, 20110810,        1,          3,           1,            0,               1,        0.72,       0.6667,     0.54,    0.194 ,      7,         10,          17
  2011081002, 20110810,        2,          3,           1,            0,               1,        0.72,       0.6667,     0.54,    0.1642,      1,         10,          11
  2011081003, 20110810,        3,          3,           1,            0,               1,        0.7 ,       0.6515,     0.58,    0.1642,      1,          3,           4
  2011081004, 20110810,        4,          3,           1,            0,               1,        0.7 ,       0.6515,     0.54,    0.1343,      1,          4,           5
  2011081005, 20110810,        5,          3,           1,            0,               1,        0.68,       0.6364,     0.61,    0.0896,      2,         30,          32
  2011081006, 20110810,        6,          3,           1,            0,               1,        0.68,       0.6364,     0.61,    0.0   ,      9,        110,         119
  2011081007, 20110810,        7,          3,           1,            0,               1,        0.7 ,       0.6515,     0.58,    0.0896,     16,        289,         305
  2011081008, 20110810,        8,          3,           1,            0,               1,        0.74,       0.6667,     0.51,    0.194 ,     38,        361,         399
  2011081009, 20110810,        9,          3,           1,            0,               1,        0.76,       0.6818,     0.48,    0.2239,     32,        148,         180
  2011081010, 20110810,       10,          3,           1,            0,               1,        0.8 ,       0.7273,     0.43,    0.2239,     41,         72,         113
  2011081011, 20110810,       11,          3,           1,            0,               1,        0.8 ,       0.7121,     0.41,    0.3881,     54,         95,         149
  2011081012, 20110810,       12,          3,           1,            0,               1,        0.82,       0.7273,     0.38,    0.2985,     74,        166,         240
  2011081013, 20110810,       13,          3,           1,            0,               1,        0.82,       0.7273,     0.38,    0.2836,     41,        150,         191
  2011081014, 20110810,       14,          3,           1,            0,               1,        0.84,       0.7273,     0.34,    0.3284,     62,        116,         178
  2011081015, 20110810,       15,          3,           1,            0,               1,        0.86,       0.7424,     0.3 ,    0.3284,     53,        141,         194
  2011081016, 20110810,       16,          3,           1,            0,               1,        0.86,       0.7424,     0.26,    0.2985,     76,        206,         282
  2011081017, 20110810,       17,          3,           1,            0,               1,        0.84,       0.7121,     0.26,    0.2985,     71,        513,         584
  2011081018, 20110810,       18,          3,           1,            0,               1,        0.82,       0.7121,     0.28,    0.2985,     70,        489,         559
  2011081019, 20110810,       19,          3,           1,            0,               1,        0.8 ,       0.697 ,     0.26,    0.2537,     79,        334,         413
  2011081020, 20110810,       20,          3,           1,            0,               1,        0.76,       0.6667,     0.31,    0.1343,     59,        253,         312
  2011081021, 20110810,       21,          3,           1,            0,               1,        0.76,       0.6667,     0.33,    0.1045,     47,        162,         209
  2011081022, 20110810,       22,          3,           1,            0,               1,        0.74,       0.6515,     0.37,    0.0   ,     17,        122,         139
  2011081023, 20110810,       23,          3,           1,            0,               1,        0.74,       0.6515,     0.37,    0.0896,     14,         94,         108
  2011081100, 20110811,        0,          3,           1,            0,               1,        0.7 ,       0.6364,     0.45,    0.1045,      6,         40,          46
  2011081101, 20110811,        1,          3,           1,            0,               1,        0.7 ,       0.6364,     0.45,    0.1343,      9,         17,          26
  2011081102, 20110811,        2,          3,           1,            0,               1,        0.66,       0.6212,     0.54,    0.1343,      3,          8,          11
  2011081103, 20110811,        3,          3,           1,            0,               1,        0.64,       0.6212,     0.57,    0.1343,      2,          7,           9
  2011081104, 20110811,        4,          3,           1,            0,               1,        0.64,       0.6212,     0.57,    0.1642,      1,          4,           5
  2011081105, 20110811,        5,          3,           1,            0,               1,        0.64,       0.6212,     0.61,    0.194 ,      2,         23,          25
  2011081106, 20110811,        6,          3,           1,            0,               1,        0.62,       0.6061,     0.65,    0.1642,      5,        101,         106
  2011081107, 20110811,        7,          3,           1,            0,               1,        0.66,       0.6212,     0.54,    0.1343,     15,        292,         307
  2011081108, 20110811,        8,          3,           1,            0,               1,        0.7 ,       0.6364,     0.45,    0.1642,     29,        361,         390
  2011081109, 20110811,        9,          3,           1,            0,               1,        0.72,       0.6515,     0.39,    0.2239,     31,        166,         197
  2011081110, 20110811,       10,          3,           1,            0,               1,        0.74,       0.6515,     0.37,    0.2537,     36,         96,         132
  2011081111, 20110811,       11,          3,           1,            0,               1,        0.76,       0.6667,     0.35,    0.2537,     59,        128,         187
  2011081112, 20110811,       12,          3,           1,            0,               1,        0.78,       0.6818,     0.31,    0.2537,     50,        164,         214
  2011081113, 20110811,       13,          3,           1,            0,               1,        0.76,       0.6667,     0.31,    0.2239,     51,        166,         217
  2011081114, 20110811,       14,          3,           1,            0,               1,        0.8 ,       0.697 ,     0.29,    0.0   ,     39,        103,         142
  2011081115, 20110811,       15,          3,           1,            0,               1,        0.8 ,       0.697 ,     0.29,    0.2985,     52,        126,         178
  2011081116, 20110811,       16,          3,           1,            0,               1,        0.8 ,       0.697 ,     0.27,    0.194 ,     57,        241,         298
  2011081117, 20110811,       17,          3,           1,            0,               1,        0.8 ,       0.697 ,     0.29,    0.2537,     96,        486,         582
  2011081118, 20110811,       18,          3,           1,            0,               1,        0.78,       0.6818,     0.29,    0.0896,     74,        497,         571
  2011081119, 20110811,       19,          3,           1,            0,               1,        0.74,       0.6515,     0.35,    0.194 ,     48,        323,         371
  2011081120, 20110811,       20,          3,           1,            0,               1,        0.72,       0.6515,     0.37,    0.1343,     56,        232,         288
  2011081121, 20110811,       21,          3,           1,            0,               1,        0.7 ,       0.6515,     0.48,    0.0896,     35,        171,         206
  2011081122, 20110811,       22,          3,           1,            0,               1,        0.7 ,       0.6515,     0.48,    0.0   ,     34,        123,         157
  2011081123, 20110811,       23,          3,           1,            0,               1,        0.66,       0.6212,     0.5 ,    0.1642,     22,        105,         127
  2011081200, 20110812,        0,          3,           1,            0,               1,        0.64,       0.6212,     0.53,    0.1642,     12,         53,          65
  2011081201, 20110812,        1,          3,           1,            0,               1,        0.64,       0.6212,     0.53,    0.1343,      4,         19,          23
  2011081202, 20110812,        2,          3,           1,            0,               1,        0.62,       0.6212,     0.57,    0.194 ,      0,         15,          15
  2011081203, 20110812,        3,          3,           1,            0,               1,        0.62,       0.6212,     0.53,    0.1642,      0,          9,           9
  2011081204, 20110812,        4,          3,           1,            0,               1,        0.62,       0.6212,     0.53,    0.1343,      0,          5,           5
  2011081205, 20110812,        5,          3,           1,            0,               1,        0.6 ,       0.6212,     0.56,    0.1343,      2,         24,          26
  2011081206, 20110812,        6,          3,           1,            0,               1,        0.62,       0.6212,     0.5 ,    0.1343,      3,         73,          76
  2011081207, 20110812,        7,          3,           1,            0,               1,        0.64,       0.6212,     0.44,    0.1642,     17,        247,         264
  2011081208, 20110812,        8,          3,           1,            0,               1,        0.68,       0.6364,     0.39,    0.2239,     29,        397,         426
  2011081209, 20110812,        9,          3,           1,            0,               1,        0.72,       0.6515,     0.34,    0.1343,     27,        178,         205
  2011081210, 20110812,       10,          3,           1,            0,               1,        0.74,       0.6515,     0.33,    0.1045,     44,         86,         130
  2011081211, 20110812,       11,          3,           1,            0,               1,        0.76,       0.6667,     0.29,    0.0   ,     48,        108,         156
  2011081212, 20110812,       12,          3,           1,            0,               1,        0.8 ,       0.697 ,     0.27,    0.0   ,     55,        167,         222
  2011081213, 20110812,       13,          3,           1,            0,               1,        0.78,       0.6818,     0.29,    0.0896,     74,        179,         253
  2011081214, 20110812,       14,          3,           1,            0,               1,        0.8 ,       0.697 ,     0.29,    0.194 ,     51,        135,         186
  2011081215, 20110812,       15,          3,           1,            0,               1,        0.8 ,       0.697 ,     0.29,    0.1642,     59,        190,         249
  2011081216, 20110812,       16,          3,           1,            0,               1,        0.82,       0.7121,     0.28,    0.0   ,     68,        266,         334
  2011081217, 20110812,       17,          3,           1,            0,               1,        0.82,       0.7121,     0.26,    0.0   ,     93,        423,         516
  2011081218, 20110812,       18,          3,           1,            0,               1,        0.76,       0.6818,     0.4 ,    0.2985,     89,        376,         465
  2011081219, 20110812,       19,          3,           1,            0,               1,        0.74,       0.6667,     0.42,    0.2239,    101,        284,         385
  2011081220, 20110812,       20,          3,           1,            0,               1,        0.72,       0.6515,     0.42,    0.2239,     77,        210,         287
  2011081221, 20110812,       21,          3,           1,            0,               1,        0.7 ,       0.6515,     0.48,    0.1343,     73,        153,         226
  2011081222, 20110812,       22,          3,           1,            0,               1,        0.68,       0.6364,     0.51,    0.0   ,     74,        157,         231
  2011081223, 20110812,       23,          3,           1,            0,               1,        0.68,       0.6364,     0.51,    0.0   ,     51,        100,         151
  2011081300, 20110813,        0,          3,           1,            0,               0,        0.68,       0.6364,     0.51,    0.1045,     15,         69,          84
  2011081301, 20110813,        1,          3,           2,            0,               0,        0.68,       0.6364,     0.57,    0.0896,     13,         64,          77
  2011081302, 20110813,        2,          3,           1,            0,               0,        0.68,       0.6364,     0.57,    0.0   ,     16,         58,          74
  2011081303, 20110813,        3,          3,           1,            0,               0,        0.66,       0.6212,     0.65,    0.1343,      9,         18,          27
  2011081304, 20110813,        4,          3,           2,            0,               0,        0.64,       0.6061,     0.73,    0.1343,      5,          5,          10
  2011081305, 20110813,        5,          3,           1,            0,               0,        0.64,       0.6061,     0.73,    0.1045,      3,         15,          18
  2011081306, 20110813,        6,          3,           1,            0,               0,        0.64,       0.6061,     0.73,    0.0896,      3,         19,          22
  2011081307, 20110813,        7,          3,           2,            0,               0,        0.66,       0.6212,     0.74,    0.194 ,     10,         34,          44
  2011081308, 20110813,        8,          3,           2,            0,               0,        0.7 ,       0.6515,     0.65,    0.1642,     28,         90,         118
  2011081309, 20110813,        9,          3,           2,            0,               0,        0.7 ,       0.6667,     0.74,    0.1642,     70,        138,         208
  2011081310, 20110813,       10,          3,           2,            0,               0,        0.72,       0.697 ,     0.74,    0.2239,     97,        163,         260
  2011081311, 20110813,       11,          3,           2,            0,               0,        0.74,       0.697 ,     0.7 ,    0.194 ,    122,        192,         314
  2011081312, 20110813,       12,          3,           2,            0,               0,        0.66,       0.5909,     0.89,    0.1642,    175,        246,         421
  2011081313, 20110813,       13,          3,           2,            0,               0,        0.74,       0.7121,     0.74,    0.3284,     61,         92,         153
  2011081314, 20110813,       14,          3,           1,            0,               0,        0.74,       0.697 ,     0.7 ,    0.2537,    113,        146,         259
  2011081315, 20110813,       15,          3,           3,            0,               0,        0.68,       0.6364,     0.79,    0.3582,    150,        208,         358
  2011081316, 20110813,       16,          3,           2,            0,               0,        0.7 ,       0.6667,     0.74,    0.2836,    148,        133,         281
  2011081317, 20110813,       17,          3,           2,            0,               0,        0.72,       0.697 ,     0.74,    0.2537,     97,        172,         269
  2011081318, 20110813,       18,          3,           1,            0,               0,        0.7 ,       0.6667,     0.74,    0.2239,    123,        169,         292
  2011081319, 20110813,       19,          3,           2,            0,               0,        0.68,       0.6364,     0.79,    0.2836,     67,        170,         237
  2011081320, 20110813,       20,          3,           2,            0,               0,        0.68,       0.6364,     0.83,    0.2239,     78,        105,         183
  2011081321, 20110813,       21,          3,           2,            0,               0,        0.68,       0.6364,     0.83,    0.3881,     40,        127,         167
  2011081322, 20110813,       22,          3,           2,            0,               0,        0.68,       0.6364,     0.83,    0.3881,     36,        118,         154
  2011081323, 20110813,       23,          3,           2,            0,               0,        0.66,       0.6061,     0.83,    0.3284,     25,         95,         120
  2011081400, 20110814,        0,          3,           3,            0,               0,        0.66,       0.6061,     0.83,    0.2985,     19,         71,          90
  2011081401, 20110814,        1,          3,           3,            0,               0,        0.64,       0.5758,     0.89,    0.2239,     16,         57,          73
  2011081402, 20110814,        2,          3,           3,            0,               0,        0.64,       0.5758,     0.89,    0.2239,     13,         49,          62
  2011081403, 20110814,        3,          3,           2,            0,               0,        0.64,       0.5606,     0.94,    0.2537,      5,         22,          27
  2011081404, 20110814,        4,          3,           3,            0,               0,        0.64,       0.5606,     0.94,    0.194 ,      1,          2,           3
  2011081405, 20110814,        5,          3,           2,            0,               0,        0.64,       0.5606,     0.94,    0.1642,      1,          9,          10
  2011081406, 20110814,        6,          3,           2,            0,               0,        0.64,       0.5606,     0.94,    0.1045,      2,          4,           6
  2011081407, 20110814,        7,          3,           2,            0,               0,        0.66,       0.5909,     0.89,    0.194 ,      4,         20,          24
  2011081408, 20110814,        8,          3,           2,            0,               0,        0.66,       0.5909,     0.89,    0.2836,     20,         21,          41
  2011081409, 20110814,        9,          3,           3,            0,               0,        0.66,       0.5909,     0.89,    0.2836,     27,         76,         103
  2011081410, 20110814,       10,          3,           1,            0,               0,        0.7 ,       0.6667,     0.79,    0.2239,     67,        116,         183
  2011081411, 20110814,       11,          3,           1,            0,               0,        0.7 ,       0.6667,     0.79,    0.194 ,     81,        117,         198
  2011081412, 20110814,       12,          3,           2,            0,               0,        0.7 ,       0.6667,     0.79,    0.2239,     98,        183,         281
  2011081413, 20110814,       13,          3,           1,            0,               0,        0.72,       0.697 ,     0.74,    0.2537,    144,        233,         377
  2011081414, 20110814,       14,          3,           1,            0,               0,        0.74,       0.697 ,     0.7 ,    0.194 ,    126,        244,         370
  2011081415, 20110814,       15,          3,           1,            0,               0,        0.74,       0.697 ,     0.66,    0.194 ,    128,        203,         331
  2011081416, 20110814,       16,          3,           1,            0,               0,        0.74,       0.697 ,     0.66,    0.1642,    116,        176,         292
  2011081417, 20110814,       17,          3,           1,            0,               0,        0.76,       0.7121,     0.62,    0.1343,    133,        196,         329
  2011081418, 20110814,       18,          3,           1,            0,               0,        0.74,       0.697 ,     0.66,    0.1642,    125,        222,         347
  2011081419, 20110814,       19,          3,           1,            0,               0,        0.72,       0.697 ,     0.74,    0.2239,     75,        184,         259
  2011081420, 20110814,       20,          3,           1,            0,               0,        0.7 ,       0.6667,     0.84,    0.1642,     67,        126,         193
  2011081421, 20110814,       21,          3,           3,            0,               0,        0.6 ,       0.5455,     0.88,    0.4925,     51,        104,         155
  2011081422, 20110814,       22,          3,           3,            0,               0,        0.6 ,       0.5455,     0.88,    0.4925,     14,         25,          39
  2011081423, 20110814,       23,          3,           3,            0,               0,        0.6 ,       0.5606,     0.83,    0.0   ,      5,         22,          27
  2011081500, 20110815,        0,          3,           3,            0,               1,        0.6 ,       0.5455,     0.88,    0.0896,      7,         18,          25
  2011081501, 20110815,        1,          3,           2,            0,               1,        0.6 ,       0.5455,     0.88,    0.1343,      1,          9,          10
  2011081502, 20110815,        2,          3,           2,            0,               1,        0.6 ,       0.5606,     0.83,    0.0   ,      0,          3,           3
  2011081503, 20110815,        3,          3,           1,            0,               1,        0.6 ,       0.5606,     0.83,    0.194 ,      1,          6,           7
  2011081504, 20110815,        4,          3,           1,            0,               1,        0.6 ,       0.5606,     0.83,    0.1343,      1,          4,           5
  2011081505, 20110815,        5,          3,           2,            0,               1,        0.6 ,       0.5455,     0.88,    0.194 ,      3,         14,          17
  2011081506, 20110815,        6,          3,           1,            0,               1,        0.6 ,       0.5455,     0.88,    0.2537,      3,         87,          90
  2011081507, 20110815,        7,          3,           1,            0,               1,        0.6 ,       0.5455,     0.88,    0.2537,     10,        248,         258
  2011081508, 20110815,        8,          3,           1,            0,               1,        0.64,       0.5909,     0.78,    0.3284,     29,        326,         355
  2011081509, 20110815,        9,          3,           1,            0,               1,        0.64,       0.5909,     0.78,    0.3284,     52,        170,         222
  2011081510, 20110815,       10,          3,           1,            0,               1,        0.68,       0.6364,     0.69,    0.2836,     54,         87,         141
  2011081511, 20110815,       11,          3,           2,            0,               1,        0.72,       0.6818,     0.62,    0.2537,     41,        112,         153
  2011081512, 20110815,       12,          3,           1,            0,               1,        0.74,       0.6818,     0.58,    0.2836,     62,        116,         178
  2011081513, 20110815,       13,          3,           1,            0,               1,        0.78,       0.7121,     0.52,    0.2836,     53,        140,         193
  2011081514, 20110815,       14,          3,           1,            0,               1,        0.74,       0.6818,     0.55,    0.0896,     56,         95,         151
  2011081515, 20110815,       15,          3,           3,            0,               1,        0.74,       0.6818,     0.55,    0.2985,     49,        133,         182
  2011081516, 20110815,       16,          3,           1,            0,               1,        0.74,       0.6818,     0.55,    0.3284,     58,        225,         283
  2011081517, 20110815,       17,          3,           1,            0,               1,        0.74,       0.6667,     0.51,    0.2836,     59,        471,         530
  2011081518, 20110815,       18,          3,           1,            0,               1,        0.7 ,       0.6515,     0.65,    0.194 ,     70,        413,         483
  2011081519, 20110815,       19,          3,           1,            0,               1,        0.7 ,       0.6515,     0.65,    0.0   ,     54,        343,         397
  2011081520, 20110815,       20,          3,           1,            0,               1,        0.66,       0.6212,     0.74,    0.1343,     45,        240,         285
  2011081521, 20110815,       21,          3,           1,            0,               1,        0.66,       0.6212,     0.65,    0.194 ,     34,        150,         184
  2011081522, 20110815,       22,          3,           1,            0,               1,        0.66,       0.6212,     0.69,    0.2537,     22,         76,          98
  2011081523, 20110815,       23,          3,           1,            0,               1,        0.64,       0.6061,     0.69,    0.2239,     11,         77,          88
  2011081600, 20110816,        0,          3,           1,            0,               1,        0.64,       0.6061,     0.69,    0.1045,      8,         23,          31
  2011081601, 20110816,        1,          3,           1,            0,               1,        0.64,       0.6061,     0.69,    0.1642,      4,         12,          16
  2011081602, 20110816,        2,          3,           1,            0,               1,        0.62,       0.5909,     0.73,    0.2239,      1,          3,           4
  2011081603, 20110816,        3,          3,           1,            0,               1,        0.62,       0.5909,     0.73,    0.2239,      1,          5,           6
  2011081604, 20110816,        4,          3,           1,            0,               1,        0.64,       0.6061,     0.69,    0.2985,      0,          5,           5
  2011081605, 20110816,        5,          3,           1,            0,               1,        0.62,       0.5909,     0.73,    0.2836,      1,         29,          30
  2011081606, 20110816,        6,          3,           1,            0,               1,        0.62,       0.5909,     0.73,    0.3284,      4,        115,         119
  2011081607, 20110816,        7,          3,           1,            0,               1,        0.64,       0.6061,     0.69,    0.2537,     18,        328,         346
  2011081608, 20110816,        8,          3,           1,            0,               1,        0.7 ,       0.6515,     0.58,    0.4478,     24,        417,         441
  2011081609, 20110816,        9,          3,           1,            0,               1,        0.68,       0.6364,     0.61,    0.2836,     27,        171,         198
  2011081610, 20110816,       10,          3,           1,            0,               1,        0.7 ,       0.6515,     0.58,    0.3881,     28,         83,         111
  2011081611, 20110816,       11,          3,           1,            0,               1,        0.74,       0.6667,     0.51,    0.2239,     40,        110,         150
  2011081612, 20110816,       12,          3,           1,            0,               1,        0.76,       0.6818,     0.48,    0.3284,     42,        120,         162
  2011081613, 20110816,       13,          3,           1,            0,               1,        0.76,       0.6818,     0.48,    0.2985,     45,        147,         192
  2011081614, 20110816,       14,          3,           1,            0,               1,        0.76,       0.6818,     0.45,    0.4179,     65,        117,         182
  2011081615, 20110816,       15,          3,           1,            0,               1,        0.8 ,       0.7121,     0.41,    0.2985,     36,        123,         159
  2011081616, 20110816,       16,          3,           1,            0,               1,        0.8 ,       0.7121,     0.41,    0.2239,     55,        248,         303
  2011081617, 20110816,       17,          3,           1,            0,               1,        0.76,       0.6818,     0.45,    0.3284,     75,        525,         600
  2011081618, 20110816,       18,          3,           1,            0,               1,        0.76,       0.6818,     0.45,    0.2239,     54,        516,         570
  2011081619, 20110816,       19,          3,           1,            0,               1,        0.74,       0.6667,     0.48,    0.194 ,     56,        320,         376
  2011081620, 20110816,       20,          3,           1,            0,               1,        0.74,       0.6667,     0.51,    0.0   ,     48,        232,         280
  2011081621, 20110816,       21,          3,           1,            0,               1,        0.72,       0.6667,     0.54,    0.0   ,     38,        177,         215
  2011081622, 20110816,       22,          3,           1,            0,               1,        0.7 ,       0.6515,     0.61,    0.0   ,     31,        121,         152
  2011081623, 20110816,       23,          3,           1,            0,               1,        0.66,       0.6212,     0.65,    0.1343,     20,         57,          77
  2011081700, 20110817,        0,          3,           1,            0,               1,        0.66,       0.6212,     0.69,    0.0896,      8,         16,          24
  2011081701, 20110817,        1,          3,           1,            0,               1,        0.64,       0.6061,     0.73,    0.1642,      2,         12,          14
  2011081702, 20110817,        2,          3,           1,            0,               1,        0.66,       0.6212,     0.69,    0.0   ,      0,          6,           6
  2011081703, 20110817,        3,          3,           1,            0,               1,        0.64,       0.5909,     0.78,    0.0   ,      1,          4,           5
  2011081704, 20110817,        4,          3,           1,            0,               1,        0.64,       0.6061,     0.73,    0.0   ,      0,          5,           5
  2011081705, 20110817,        5,          3,           1,            0,               1,        0.64,       0.6061,     0.73,    0.0   ,      0,         28,          28
  2011081706, 20110817,        6,          3,           1,            0,               1,        0.62,       0.5909,     0.78,    0.0   ,      4,        101,         105
  2011081707, 20110817,        7,          3,           1,            0,               1,        0.66,       0.6212,     0.65,    0.0896,     12,        296,         308
  2011081708, 20110817,        8,          3,           1,            0,               1,        0.7 ,       0.6515,     0.54,    0.1642,     35,        452,         487
  2011081709, 20110817,        9,          3,           1,            0,               1,        0.74,       0.6667,     0.48,    0.0896,     31,        178,         209
  2011081710, 20110817,       10,          3,           1,            0,               1,        0.76,       0.6818,     0.43,    0.0896,     27,         91,         118
  2011081711, 20110817,       11,          3,           1,            0,               1,        0.78,       0.697 ,     0.43,    0.1045,     20,        108,         128
  2011081712, 20110817,       12,          3,           1,            0,               1,        0.8 ,       0.7273,     0.43,    0.2836,     26,        163,         189
  2011081713, 20110817,       13,          3,           1,            0,               1,        0.8 ,       0.7121,     0.41,    0.194 ,     38,        138,         176
  2011081714, 20110817,       14,          3,           1,            0,               1,        0.82,       0.7273,     0.36,    0.1642,     54,        138,         192
  2011081715, 20110817,       15,          3,           1,            0,               1,        0.8 ,       0.7273,     0.43,    0.1343,     42,        117,         159
  2011081716, 20110817,       16,          3,           1,            0,               1,        0.82,       0.7424,     0.43,    0.2239,     62,        238,         300
  2011081717, 20110817,       17,          3,           1,            0,               1,        0.8 ,       0.7424,     0.49,    0.2239,     46,        506,         552
  2011081718, 20110817,       18,          3,           1,            0,               1,        0.76,       0.697 ,     0.55,    0.2537,     86,        470,         556
  2011081719, 20110817,       19,          3,           1,            0,               1,        0.76,       0.697 ,     0.55,    0.2239,     50,        297,         347
  2011081720, 20110817,       20,          3,           1,            0,               1,        0.74,       0.6818,     0.58,    0.2537,     37,        243,         280
  2011081721, 20110817,       21,          3,           1,            0,               1,        0.72,       0.6818,     0.62,    0.2239,     38,        192,         230
  2011081722, 20110817,       22,          3,           1,            0,               1,        0.7 ,       0.6515,     0.65,    0.194 ,     29,        142,         171
  2011081723, 20110817,       23,          3,           1,            0,               1,        0.7 ,       0.6515,     0.65,    0.2836,     20,         85,         105
